"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_sigma" "se_MLE_xi" "se_MLE_delta"
0.038074245458041 0.035134100629573 0.0276129822447938 0.0366040085556455 0.0349377374282184 0.0792988919404843
0.0361540732195003 0.0469152241423932 0.0268721317220329 0.0367392499173457 0.0460774432342907 0.0834342921199753
0.0344208046840169 0.0437555029214456 0.0234111215332531 0.0355151927329113 0.0439595995920213 0.0777799202708379
0.0367803089187816 0.0419554658174033 0.0260122573123936 0.0367854565853422 0.0392289311989514 0.0708791510017762
0.0314407763460145 0.046503157535954 0.0214881314100402 0.0400189659493239 0.044057259266075 0.0827126082350848
0.0389225529541846 0.0488798908312802 0.0292593639251218 0.0411746875943573 0.0450006692365334 0.0855595041025922
0.0417225865257739 0.0516429390658547 0.0303946775620786 0.0408369351440348 0.0464453404995263 0.0859473907082182
0.0405178482669152 0.0536990129737432 0.0270560185025 0.0375902507621167 0.0451503986829647 0.0848633812272477
0.0339580019826863 0.047996508574785 0.0304864897222623 0.0384682810977413 0.0439607425426078 0.0807148917135396
0.027408922426753 0.0281878788210204 0.0168044364798585 0.0379519860693028 0.0446733174085123 0.0811429536392944
0.0412898237863844 0.0551070308603656 0.0328917491738156 0.0396943928464715 0.0440797556067968 0.0812867931724711
0.0343130663782361 0.0387987437646526 0.0185297367128998 0.0344224960515727 0.0430589684538883 0.074901958480862
0.0405286999427715 0.0457920112178273 0.0265967125414221 0.0380566458875047 0.0423916654586866 0.0802739491384886
0.0374337522295853 0.0480251956378659 0.0276883883238781 0.0398934983204863 0.0451338151621218 0.0899697553343865
0.0398748199174841 0.0518271986469499 0.0251768535474178 0.0342096536728501 0.0420510227506582 0.0812260579994831
0.0201247602741758 0.0286144351155631 0.0280090343128623 0.0350840339587279 0.0410124329750022 0.080628324201665
0.0430960809732506 0.0535359053667864 0.0325276700694285 0.0367830261365461 0.0390849976782081 0.0770490235368479
0.0251847231832251 0.0358069558765629 0.0228326082217462 0.0357690136388509 0.0372762785531079 0.0802028434231144
0.0381507982369523 0.0494723325445254 0.0286045672791661 0.0383552183616816 0.0483118961316642 0.0831254072264462
0.0372281797378012 0.0474099517836398 0.0292812663275673 0.0370579282561933 0.0458077028879548 0.0845496490725937
0.0340730012359881 0.0472943946960288 0.0249867932708785 0.0392193314423065 0.0460718484964962 0.0908717703340109
0.0347670473724842 0.0483778242176357 0.0252874597973832 0.0372149876780028 0.0412226355368846 0.0849626985167227
0.042833156438628 0.0527956224735258 0.03069321719848 0.0397391166829959 0.0431338207949125 0.0838460252654638
0.0349997703557755 0.0451029593534891 0.0210365795519101 0.0340482700649072 0.0413010979964203 0.0719851906615236
0.0416259171089264 0.0383621430615143 0.0301311178950869 0.0390146406422679 0.0417926203016365 0.0794680137420065
0.0353747045661356 0.0374881442896297 0.023624360474709 0.0398364139178978 0.0417512156309857 0.0818409871656006
0.042993243711242 0.0565799036606353 0.0304534598140477 0.0407599530243293 0.044246473420622 0.0860685026722018
0.0369662865285196 0.048454068237802 0.0240067453678928 0.0375668539860052 0.0477828694210268 0.0867032499376782
0.0416750763718061 0.0527451742878599 0.0317480287721158 0.0397942466503114 0.042619601176443 0.0798884927988018
0.036464843336711 0.0464068688798124 0.0279975267677734 0.0404029333667998 0.0460697135674271 0.0872622025129439
0.0383199363419439 0.0487833145390632 0.0296355755778519 0.0415019597084171 0.0453574271036714 0.084220481549934
0.0222435172495327 0.0368748749849144 0.0212256510317797 0.0353421826856462 0.0490777635293985 0.0815660089576264
0.0360065019345312 0.0369782629458058 0.0272575710075838 0.0325145190970378 0.0405230984168359 0.0774624054956482
0.0361301199142361 0.0517828818851323 0.0300459555158567 0.037739825819218 0.0439794596616785 0.0806600494275541
0.0385160874963429 0.0478720378123083 0.0288775672829034 0.0413775582965184 0.0444082346473567 0.0857051348282747
0.0323519217581507 0.04760316737363 0.0295223796562658 0.0351770227449495 0.0416842291622081 0.0766949532847678
0.0386448624561299 0.0478087235557953 0.0293875493529318 0.0382728005599139 0.0476243064877928 0.0895369352683416
0.0398512822387971 0.0483709445137147 0.0290632533137329 0.0379141533014219 0.0419926082984869 0.0791886381215424
0.0374220134150344 0.0486019908836686 0.0283116272108668 0.0380175121601894 0.0445854699244472 0.089055469916258
0.0385875650538496 0.0505349202647142 0.0250891284211427 0.0371425763634385 0.0448669980328911 0.0827527305467727
0.0419535365653668 0.0539622511321551 0.0305355706581118 0.0387934267201852 0.0425759253265763 0.079453302258129
0.0356423399049219 0.0430292160265449 0.0253037258334008 0.0363856181002755 0.0488362142249508 0.0920656523600691
0.0421776229207795 0.0489387070488782 0.026223923718748 0.0405338253903477 0.0472772008891754 0.0921189873447293
0.0401331920436119 0.0430788059540215 0.029728317394269 0.0367983359799052 0.0396005798897228 0.0822571229366009
0.038141221767952 0.0495353338858576 0.0245481802245442 0.0362899285038906 0.0349042349180983 0.0766162693393199
0.0401718374693411 0.0505229494880474 0.0288625861864272 0.0386903059040493 0.0434770032397858 0.0785012343287797
0.0360661508879316 0.0425253088093834 0.0272842122626079 0.0380156732185344 0.0430849511804061 0.0892211807951667
0.035057289176347 0.0427139559452117 0.0269558910939645 0.0413234607743485 0.0426121890387205 0.084241433963606
0.0189091724022119 0.0314548172941316 0.022635355680907 0.0322711749550009 0.0495262024558853 0.0809065883850623
0.0268637459740291 0.0433577656163726 0.0264471167895842 0.0356473363408895 0.0372934852660205 0.0776199005425757
0.0223111345656473 0.0409033233272763 0.0193669653822976 0.0346848055653959 0.0463479788749309 0.0747190894321698
0.038657435607413 0.0506170210392357 0.0223374345113773 0.0395954613520316 0.0414775631059092 0.0826022694768579
0.0237684820098121 0.0367343497925322 0.0188123515301358 0.0374968182484393 0.0345431182796441 0.0733491925381932
0.0366124515291487 0.0487827738203693 0.0294417163213867 0.0394330469222878 0.0416408088472242 0.0832005719278215
0.038828662731242 0.0484837368050345 0.0295305927872285 0.0400801034692561 0.043790813857288 0.084186004551556
0.0389492252757513 0.0494358925110392 0.029217802138202 0.0365075424176957 0.0451866774308325 0.0824503646254963
0.036408221160306 0.0437117718487992 0.025598768613791 0.0356429621975167 0.0457739392783845 0.0855566375413681
0.0354139782178178 0.0459110369468315 0.0277582901188778 0.033769035428978 0.0398320602634846 0.0796749070360581
0.0378579306889344 0.0465845801718809 0.0243803126564532 0.0358941045781157 0.0450097979675401 0.0859440739983015
0.0394361389080636 0.0509840132639336 0.0286215625128068 0.0386627675557852 0.0433065627830376 0.0854621672558597
0.0420067490332459 0.0516844105471518 0.0300733507269376 0.03616690003038 0.0469887432609469 0.0771175754364747
0.0384659883440839 0.0453773123044431 0.0262393916346504 0.0373683666776986 0.0442052123323372 0.0852999347383123
0.0370915541393761 0.0401045719687006 0.0257141080785731 0.0383932641663372 0.042979161156732 0.0810872448125301
0.0203578182881807 0.0370275620355431 0.0272053372707959 0.0387641942314251 0.039128256244541 0.0793675284214093
0.0391272451858854 0.0518799836812792 0.0296764627362554 0.0372075795090803 0.0432211898261058 0.0826349638430376
0.0361464340534188 0.047172396609932 0.0263787626941499 0.0371687968956359 0.0448575359026507 0.0822239838223976
0.0362364287755778 0.049085274246987 0.0279217608565187 0.0347022252439694 0.0417185238977102 0.0797899887773236
