"MLE_beta1" "MLE_beta2" "MLE_beta3" "MLE_sigma" "MLE_xi" "MLE_delta"
4.11358531037554 1.83248059206366 2.97104669081095 1.0839892627614 0.466921866544606 1.11239938494368
4.02667806569869 1.8162971358002 3.17945843612654 0.976587269015783 0.54940326544013 0.848432033674079
4.1393128603271 1.9846445366204 2.86179920636432 0.948352908418382 0.486493329607397 1.07921816011872
4.29164779068245 1.76006479263045 2.84147918350182 0.936737293760222 0.484301445645234 1.14646436787189
4.05985371151769 2.12850384037709 3.07012697013456 1.08140815144375 0.662548316646272 1.00715326956259
3.79913738232723 2.27328583304968 3.17109393366473 0.981998842665244 0.472653067109261 0.909224158494946
3.85175497414456 2.27241055335887 3.03804870570756 1.07188338146314 0.426486548598921 1.14016616102504
3.92305961949881 1.98663255056327 3.18422853009149 1.03603407450158 0.546520142334287 0.811706793062089
4.11114175120566 2.01198616967464 2.95211255319803 0.993572828037017 0.539424908564848 0.96156415194746
4.04766886339272 1.98771099876275 3.05837033002056 1.08257618447378 0.546993764558364 1.08960658968277
4.03218231664403 1.94677579673367 2.96768315341173 0.947494014110969 0.399016112837976 1.08389414856691
4.13191423402761 1.8742198170005 2.92013597413913 0.96602747179256 0.481669778998252 1.00328316299144
3.22682717019583 1.77180014894042 3.02894490045717 1.38881986950672 0.740100501228038 -0.23008931048603
4.06799218374754 2.04387557133076 2.94563662153728 1.07254096896162 0.572638838244475 0.98784619178521
3.7861733608317 2.14912144674326 3.17374137789636 0.900427700357393 0.43298920107314 0.780054612560396
4.11983072621657 1.87037070659156 3.12881584895677 0.992931677465393 0.59527752696323 0.966523787327772
3.85617876329334 2.22461578211974 3.02232272489173 1.14005126844966 0.429568433040476 1.05744459524032
4.04453800948947 1.94071611397767 3.12013334637477 1.08562887470128 0.476644890853176 1.15577426564873
3.57318739555951 2.28993049467938 3.20401999266333 0.966965655606498 0.281211646465146 0.772772286145329
4.15911555514009 1.98697102696227 2.98536316209165 1.0748244903738 0.522229407710516 1.30005061447687
3.8071514447871 2.04119068625499 3.29741266231199 0.995737583105334 0.450793944881526 0.806543355572314
4.04695021224569 2.00330059374411 3.06981785826117 0.986246270247223 0.567599074857513 0.888885319941923
3.98087018080171 2.08262495542802 2.97505366689446 0.906891032053589 0.423064731426854 0.950965768738732
4.12413401219078 1.96109474504187 3.01926853326418 0.956823981405396 0.5482427903111 1.00352035276847
3.99190983589022 2.03994503985548 3.09821345725163 0.868203813842432 0.432148108052024 0.998836679263381
3.89922841110066 2.13356863032534 3.14543042173243 1.11717079832992 0.460018904350386 1.2199997014432
4.00114332967619 2.05831671445793 2.99786221900683 0.982480301525897 0.499482859689743 1.03150533351891
3.92044261760779 2.1619515364682 3.05975565945006 1.05236879241957 0.396081107353876 1.13211568415073
3.93855943191789 2.14021963582355 3.03128638433229 0.982507170776053 0.408990285465196 1.13151389091794
4.09998725895975 1.98211610379699 2.88160244683944 1.01977635078502 0.530491596088826 0.876363627426575
4.10052418883373 2.11096446485919 3.0267788034973 0.954944407245863 0.628736238962455 0.856410829059408
4.02661960661699 2.00216356942383 3.01201200451554 0.913033500282178 0.432437220914063 1.085009281002
4.15315355815412 1.92221176968722 2.97338087548523 0.961120190346709 0.518857201281503 1.06240370138616
4.14010873023884 1.95938977479488 3.04069247220255 1.10634765928198 0.548708743044669 1.21810764696789
4.02836301900348 2.00092143582773 2.86572654060708 0.946278435949386 0.438562710543758 0.858064467014541
3.89789048480119 2.2090407228234 3.14581655411395 0.934643596410988 0.510827125395872 0.800651942237223
4.02577681488949 2.01072619785505 3.01932059539549 0.998763735304171 0.521586873879069 1.0223074190695
4.10641917485056 1.92794519952506 3.00364444154125 0.90819939537332 0.508853161193036 1.18243868335966
3.71338693209005 2.34277389419726 3.22191784359529 0.945158968894409 0.396592657360369 0.827907332144681
3.94675656986359 1.94352703031789 3.08299585608839 0.987315634142188 0.406059845867449 1.00698284797719
4.08491108273933 2.08888582528576 2.96991632920151 1.08088450525219 0.593972086428181 1.03095846076166
3.94645358225384 2.10241938974859 3.01014729691445 0.914336586346174 0.380880621713336 1.12082676209218
4.055754602184 1.98926183096582 3.00191911978294 1.03337709876166 0.542530020148791 0.901889439681588
4.06387722284026 1.94598001799181 3.0414491620639 1.01887755769198 0.517716184244981 1.00356647156985
3.88235064298056 1.88050702007207 3.25084194334507 0.967980019447847 0.421798244312092 1.03623620646628
4.0158406891698 2.07305089552396 2.98879894632722 0.998884612292059 0.525810378437453 0.849541271294495
3.92097398231559 2.0619500390511 3.05968402974685 0.895949040006475 0.325867252468228 1.20573158261207
4.05925315948819 1.91647401225907 3.13929915998875 1.00640411855586 0.433338313587569 1.24807193934552
4.06498875468265 1.99863228383775 2.87841147700364 0.905608492181196 0.454413790199398 1.01406677342081
4.0898842482414 1.95484899062035 3.00665713035709 1.00393363324231 0.559170927513135 0.855139362212332
4.02128006270501 1.99297395603092 2.52113143770807 1.08058357285821 0.391118782455947 0.654589297642128
4.21006254959252 1.91439359727826 2.9274732844321 1.09268336673591 0.633639229549763 0.944056401551655
3.94826350205756 1.96226914376061 3.12248965041123 0.935888552633285 0.467286974867944 1.00054459267074
4.03186524092858 2.00218219877233 2.99439581227767 0.973309019508782 0.497904126856444 0.940045200936499
4.06134636249519 1.96757966683763 3.00774675013697 1.06461212667276 0.448899260520892 1.17213029294647
3.91045554035346 2.06781703571654 3.12499010319766 0.96826207147907 0.50167054780383 0.868583814894883
3.90561448969625 2.18081390080247 3.04574175051932 0.990753489779693 0.52299973072703 0.869816076050058
4.08676801457967 1.98364120292247 2.93966928791356 0.958200327581801 0.611816967283936 0.661335968783095
3.94705524306411 1.99999844627761 3.09209173604546 0.900587754681595 0.39837902573112 1.09461064161065
3.89475320765529 2.17948478241558 3.13433652859628 1.00962639093831 0.575722107835539 0.850653409380947
4.12775471409201 1.89113206237566 3.03805580263621 1.03782151159623 0.506715646717746 1.1306363671857
4.07692346882331 1.95130700754079 2.94715830772923 1.08950612301669 0.514189313727078 1.11741025691151
4.08764130461065 2.00354654880106 2.93696624406256 1.00974192706805 0.526439141273257 0.995946464312937
4.00535107320421 2.02197681468927 3.04107136636763 0.921805327707254 0.547408626827624 0.814554007112205
4.02790793172544 1.93892281319428 3.13449323466236 1.09252269449012 0.531645783539028 1.07580939435222
4.11705680921389 2.00630373705909 2.97205053606873 0.940639741848042 0.562743378463267 1.0802512904314
4.07803715781346 1.90958155621342 2.9781296889653 0.927941027741543 0.455105796094767 1.01898919147789
4.06649936338407 1.91086389150843 3.11090173191671 1.1101069976295 0.560788192083265 1.04682980949142
4.21291070733563 1.73018953656459 2.71568247449978 0.86080739357554 0.381835914305108 0.965699069272412
3.8138343401832 2.27626181881286 2.63383309036823 1.03166450182 0.358931900117929 0.638019101292029
3.98386599016167 2.16667330534464 2.84094515966616 1.06672219651169 0.463081772170531 1.02840531983471
3.97207702174339 2.07518939983225 3.08319539291981 1.04409791249924 0.499213147619192 1.18953946459164
4.00012687338051 2.02168166840622 3.0498059797898 0.959088520332706 0.369505328636637 1.36903596219736
4.13947447792991 1.94268211922372 2.94885466910165 1.05085942921669 0.550878949130008 1.0093826932863
4.03100687831409 2.00439849697131 2.98010276981392 0.919144248126124 0.509188786348253 0.78547882547353
4.08305507944278 1.94837500320779 3.00486799015762 1.1465218732879 0.473532670922474 1.24701262173019
4.02264699369819 2.10695027638664 2.92886160363752 1.09074749792918 0.577486094050224 0.934976122141176
4.089642396294 2.03097688258845 2.96193574224755 1.05069701839577 0.539673212666342 1.03934854209344
4.04902487340442 1.98971561439147 3.07356015679371 1.03973792634451 0.535395753225748 1.05587767743025
3.913627568031 2.05581062369597 3.14294577996319 1.01405459249248 0.51135941297355 0.870391034618076
4.08325285729078 2.02186606105683 2.99849168300156 1.06050635705423 0.618398506795678 0.952236969844807
4.14524316801615 2.01110987841929 3.03314245681578 1.10245745450821 0.558866902968337 1.30134141627971
4.10798967838046 2.02079557985803 2.90367927846239 0.935672580720387 0.437504966460191 1.16648685161564
4.09108690674748 2.05138503863575 2.9383716654813 1.06881925496611 0.561372185938734 0.968586328964755
4.07903933146141 1.9471720562422 3.00575526527195 0.929411106193831 0.440825316725529 1.18768114296311
4.00043623010543 2.05262945090081 3.03418057587077 0.947482725434013 0.468594392570304 1.02750982189203
3.86534860708717 2.05393739788763 3.0670526060997 1.04122952200701 0.483243447321485 0.829690315775454
4.19707589345674 1.96081282157171 2.90777658738031 1.10365256231118 0.610238043371065 1.13568543931271
3.92554871374904 2.16416332897739 2.93570659818331 0.913162878717641 0.49986089331001 0.783371125493561
4.02230451466211 2.0760878939061 3.02370709454263 0.98682809914987 0.452135383845848 1.20702627912007
4.08108477212854 1.9292848735988 3.01130975445269 0.974137108007898 0.484123873910429 1.03419754970776
4.08338183373885 1.99565903855977 2.89279011420371 1.02340442419271 0.539264288481376 1.03921328220748
3.98064107982989 2.03830936859677 3.06056597462572 0.920554424404097 0.436261398679302 0.981862879910469
4.13783562964755 2.12748029124894 2.74981649399031 0.981876143518877 0.509685698395315 0.863939659211177
4.04811647058918 1.96997971731829 2.93252894135737 0.946076645621193 0.47566529999105 0.911400961705732
4.0193989015627 2.07752741874834 2.65995443508821 0.93393065053722 0.401647342472559 0.805121818474727
4.01642773205597 1.9694145864694 3.06630841725846 0.922481194904892 0.514721402976361 0.749135468458629
4.18648559634478 2.06044517108884 2.76166913275211 0.916752247102906 0.652354662743116 0.781983677461487
4.11074539170107 1.98670518686622 3.00283638649112 1.01012327518969 0.486802107391171 1.13223292491616
