"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_sigma" "se_MLE_xi" "se_MLE_delta"
0.101012965180856 0.112696256833546 0.100232837768923 0.0929043089649417 0.136670032357169 0.265609057276625
0.100406420582742 0.0863900966328895 0.10708833613886 0.149805725281303 0.127959717339568 0.260309784836121
0.129800762224494 0.109552620221887 0.0848468662063478 0.155760796727682 0.141520536407745 0.299811794948601
0.0960699622434355 0.108462034013149 0.122538410310188 0.0816891000441311 0.110941381955238 0.218375923360742
0.0852742521170157 0.122213063104307 0.115970450762805 0.106787137929315 0.123101040443789 0.276128266643267
0.0920280876717706 0.0962588790604083 0.0872908045138596 0.0943474913782437 0.0945939812782767 0.240216305308695
0.11760733427042 0.0942775095925331 0.144941038444774 0.125113617252327 0.114526427579997 0.211895720010637
0.0929594991196042 0.0969548639892317 0.104461291287995 0.148165878287478 0.133184142860068 0.266498862726384
0.121408586832682 0.0927522931264148 0.148524485354864 0.227116504872329 0.245777903198341 0.213219535745485
0.093223773330508 0.138840868708173 0.161501194631881 0.120473130120373 0.114201816472415 0.193357562361337
0.100340414222624 0.0758122135775862 0.174726763520517 0.0988902940957749 0.207117597626399 0.227993858464484
0.0930400819682293 0.119336626478864 0.136475644404067 0.131406883621853 0.129090583210442 0.272041138839544
0.102818566641632 0.0479851659695668 0.111709155393195 0.112409304218768 0.176776911943503 0.255282768004637
0.10094121620368 0.135397981183749 0.15187057627503 0.103133460482984 0.128330706560913 0.273967486281908
0.108318862524344 0.139476444898976 0.132885554628777 0.111140394074854 0.116233721542719 0.290419129594567
0.103055663664199 0.0505373494905126 0.0677915830161589 0.247488716869038 0.170793511846665 0.205664018452965
0.120155760017086 0.117537818542041 0.116692854487351 0.126375640365457 0.135116013412422 0.272022475562096
0.109326930671673 0.119664942143373 0.142513669170857 0.112871013411789 0.107479633805842 0.325258358743357
0.10293299813139 0.0951372885135969 0.145163162768606 0.116743178761503 0.140414340283274 0.301848429315115
0.130482513659548 0.106166372451448 0.146495972962541 0.128482205594444 0.0973916264241792 0.206857276498514
0.109822282379731 0.115092421787713 0.096747130881382 0.0766707870927812 0.0931480771154465 0.213508195456332
0.100390159691149 0.111216744000726 0.126670235528707 0.133981316537845 0.145955306459218 0.265060446465846
0.0874107323535674 0.127587886850319 0.131938755334011 0.110917263511493 0.148657933778818 0.27427644673148
0.101974747303766 0.113861884273014 0.125200968267329 0.107506825584221 0.125528959860151 0.277575918173052
0.114791983380307 0.109162105856665 0.1399884485731 0.107938173416635 0.124033630447095 0.28102636049781
0.123037142079714 0.105504060005787 0.156464536695195 0.103447962875335 0.0879403010891546 0.252146668987893
