"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_sigma" "se_MLE_xi" "se_MLE_delta"
0.0890525792504809 0.205127217149663 0.100986220184198 0.156217331781778 0.215654249564759 0.23585775017476
0.113184492702917 0.134353202177304 0.0879853010803937 0.156312142057012 0.128660585664676 0.312936921050192
0.117927059187336 0.130559606925565 0.0916351115278301 0.115384047281989 0.171710891113954 0.349123167319755
0.17003212023835 0.176519517142572 0.0874051947196207 0.0981420366516265 0.158288118694483 0.197958437591405
0.103407711151396 0.102296975698151 0.082321798375126 0.0748221517428491 0.170812288019391 0.173640377650295
0.118703648802254 0.126073569151048 0.067876157157479 0.170778819368283 0.139109774609054 0.30796655969807
0.0827685214480435 0.131985515919044 0.0775886330829818 0.116816905696118 0.154683058297192 0.276451577857705
0.203603143630717 0.262481960691614 0.143705302010459 0.266694094305942 0.220321859509806 0.305762054387855
0.122086782953418 0.139350425268354 0.0844872299407839 0.119762865553219 0.104415871290195 0.330463788163445
0.117760295566458 0.143169533492708 0.0949831165451176 0.111883615879436 0.137875633810156 0.307550955040793
0.125968641254684 0.131607107199951 0.0890834591600361 0.100714380476163 0.166163066926549 0.306316259561626
0.103755848151574 0.141863594812182 0.083329824164469 0.0904925781391433 0.149970304837535 0.258320004387822
0.109445507291499 0.140487635318169 0.0908580582569459 0.151286390004905 0.118641529552784 0.286748596675495
0.078468465670956 0.10403944545565 0.115104495758006 0.144893942166043 0.226534545875298 0.252040294745474
0.105999981664192 0.144571079653951 0.0931693095803302 0.126299600953069 0.148887572377585 0.37615817063833
0.100309041430526 0.156257916934932 0.0877316648536389 0.143192904329058 0.168012807306208 0.367583689847866
0.143427874508183 0.180578091544384 0.109083493286663 0.11275712618778 0.171732317872008 0.316385457929493
0.134268409402764 0.157451661180625 0.0995209353561276 0.123234610478134 0.150575186018546 0.26418068852669
0.0918794817740725 0.114868031080819 0.0905050861099373 0.102674034846114 0.117414056391964 0.275901825387819
0.112499310290252 0.142091280240773 0.0759880335550647 0.158167462646772 0.133687275371586 0.294319459910257
0.11982914725716 0.125617534032719 0.106429361956678 0.122264021585583 0.162780184832797 0.244569698837136
0.10252528684519 0.1516226858546 0.0958322947184906 0.0974282387520103 0.1301802318072 0.240036969686321
0.118004527494767 0.148057529312885 0.10908184365955 0.0996041349102404 0.158799584191971 0.314268710282406
0.102491776684016 0.129172646177131 0.115148037707998 0.160971787150774 0.161366278973401 0.239895759571228
0.0678117993712752 0.117924844165997 0.0926914145205365 0.112511820324639 0.163237941980026 0.273482391237437
0.11148062812176 0.145489924362174 0.0904553391552201 0.128858154466239 0.15486670775425 0.308399937669473
0.11215883132962 0.145349183234099 0.0875516627610324 0.0974124239106989 0.130255846106881 0.283467932106357
0.112691550591022 0.124309115676832 0.091767503562815 0.110598472163575 0.116486125801792 0.25566979690808
0.124652040527893 0.166088336317009 0.106025458560928 0.143253757324114 0.140874460230694 0.272562561918225
0.0917363092079659 0.134215551450114 0.0894597765904769 0.110426940765268 0.179658415502808 0.322884497842643
0.150149438757877 0.174310956327251 0.0983369441987728 0.12163281069901 0.154409354555445 0.26212030188772
0.130755770348104 0.171542015318779 0.0865636711043191 0.111431771265818 0.122446331967746 0.287954064835384
0.153658011323733 0.163156068726378 0.105901461686416 0.0994984886951043 0.166206592990852 0.232201022723329
0.137044029406052 0.130036382074812 0.0860372032102697 0.0980925553827268 0.125071474547667 0.284004221043894
0.111866022829817 0.131404126645608 0.0894008165013436 0.118978184561046 0.141918942554249 0.280694147093398
0.095528275679077 0.122761412647894 0.0697180304242682 0.0998197822659165 0.175793142765233 0.316477187514389
0.100644360902209 0.11883070558823 0.0763770578873098 0.134249284018602 0.120442676757499 0.311487234801634
0.105308958655876 0.132156690751429 0.0791579121015852 0.110587032479397 0.172678490241025 0.300923755324562
0.103942340904863 0.1495658854521 0.101986139218066 0.0999265876310862 0.132530966588235 0.290200223706887
0.0861674111755298 0.104129992675145 0.073569180198396 0.125891983238311 0.136797140480107 0.243799928500199
0.112198946806474 0.126472935536096 0.0962642914779527 0.0963756704839232 0.133366328434751 0.223972079001178
0.108008468044281 0.137594281353126 0.0866345228968056 0.111186178016958 0.167317558740748 0.332564269861365
0.0937970586832348 0.105251934820813 0.0714925290803186 0.100915036828024 0.110411167978988 0.260003347207382
0.0825953427092031 0.134985999209884 0.0938151278508591 0.112817048246956 0.198465388494929 0.247077945858583
0.159208117543969 0.163152122949948 0.104798329512792 0.110155149075528 0.123542836562217 0.208220669935262
0.119767240913359 0.168697848105864 0.0978102846400822 0.105983829516236 0.128191411443982 0.258780652145115
0.135289882043139 0.168143582931811 0.106281019678904 0.11157537457511 0.112690048022835 0.242497481392801
0.0955043728119353 0.126656176399499 0.083591352217195 0.0899179496119695 0.105576084969186 0.324831866527793
0.129099890781864 0.178177528134414 0.093398614944485 0.134952805317496 0.153208722659488 0.317636214646823
0.10513506275377 0.146847371525445 0.0895694410292088 0.112593709664681 0.135622075141505 0.305367405093539
0.133722685922809 0.175282757175162 0.101521260184853 0.125732650932896 0.118562040674279 0.259066051148971
0.100619842833409 0.1553057668577 0.0914833923946347 0.142706456691853 0.156964635069519 0.318050531013928
0.092889838665476 0.12485922295593 0.0877492846708877 0.0866622948012889 0.122544907487972 0.284599686005772
0.0971942946334007 0.115484763215663 0.0716092009740805 0.104046659693392 0.163588320082067 0.348000445063145
0.127775057010149 0.16237582983824 0.0930434014040089 0.11294185362722 0.144745573130252 0.29204803358148
0.156362583481082 0.175604804909962 0.118026328536358 0.12692474659365 0.149468458410989 0.26853888995716
0.130697297410755 0.154013404294267 0.0932438397872349 0.109669675682317 0.114300658806622 0.295505569630458
0.09103140365692 0.109032723230296 0.0697179725111432 0.210397388955168 0.212282987531886 0.377795350860712
0.116054632858388 0.159177510699245 0.105657067278138 0.136308714389179 0.128496825898982 0.287617053613618
0.108746811694538 0.135914536378085 0.103054340278201 0.150532341976509 0.159662722409006 0.295163976083625
0.0952439132727889 0.121938673129927 0.0736078636917193 0.110018646352457 0.159976356008721 0.322729592391858
0.137034157879296 0.15748661666524 0.108527302509762 0.0960968604223652 0.128328982895262 0.242361914375804
