"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_sigma" "se_MLE_delta"
0.117627365713551 0.15172575845956 0.088691705590358 0.11717867657221 0.128943145930063
0.0779371684612514 0.130806239078919 0.0856756933766435 0.0897580064101671 0.144134381280765
0.0815485662959789 0.0879675872265549 0.0529070220109273 0.0732768468098346 0.108419767423178
0.0969630912231885 0.125542914324918 0.0729816730829812 0.100853961123682 0.140507787420076
0.0696015727422661 0.109811836627086 0.0730065610036896 0.0690800009207251 0.104771481838726
0.107311278037024 0.151304791800701 0.103941870192177 0.0877872891121213 0.114390722664444
0.0755417085659042 0.119038551692124 0.069340921287501 0.0553488356562022 0.0985847856045284
0.0690781057906747 0.0974234901879456 0.0844202476534433 0.0697921936324086 0.109229625486704
0.0896084813158321 0.134109039861027 0.0877839747473679 0.0759167410304683 0.127899432541792
0.0709683714529835 0.112784579106609 0.0761638878663648 0.0840049784587281 0.139709408565475
0.0881637777210827 0.103980860182391 0.0658850723576198 0.0732531070489425 0.121547068056013
0.0907720856582741 0.107542296049971 0.0849101696631271 0.0827248130716492 0.130908266929122
0.0890983233885038 0.113030475240979 0.077446185647722 0.0782761780941911 0.126812816555923
0.106245450499185 0.167956397006067 0.104383877704177 0.0801748683258523 0.107418775728741
0.0979671894336925 0.148123326973938 0.0836777816185054 0.0818050255899127 0.109373717277302
0.091762189098554 0.151422589818956 0.0879090272760017 0.0927244117178392 0.121175092879777
0.0869079920001662 0.127799259084734 0.0703703264831387 0.0888152478868771 0.117016526875246
0.105540894045911 0.149967276934039 0.0979376934070736 0.0713558604688729 0.104778064552835
0.0963752784026734 0.132101589450297 0.0794223013506682 0.084199120696185 0.140641664421331
0.0594956223544407 0.100265838961097 0.0620210737150834 0.0714222942824871 0.119263342753346
0.0776482608520687 0.137201373386065 0.0905857607433494 0.0809394115750437 0.129189481895332
0.0846752613095198 0.123532114610214 0.0598817148304053 0.0752035177448939 0.128520115891105
0.0509868615156058 0.088519433691386 0.0735132682957911 0.0770429959124193 0.119312685237386
0.0843429348440974 0.133313057952543 0.0658038259060049 0.0724655846463052 0.117062255605585
0.0816719738623373 0.145396161034589 0.0858195255475955 0.0809207108016319 0.114582268252474
0.104984908467194 0.136832712425002 0.0851773358026566 0.0771011026111778 0.114563754938338
0.0695066761134866 0.0836755045368232 0.0794909308062031 0.0760955329361677 0.128089388752404
0.0823393903681596 0.0990542194945184 0.0815099710466165 0.0785200393095615 0.128715262336509
0.0954823797123451 0.139467685573595 0.0852931415935488 0.0876994624475227 0.140493468262555
0.0880708326485492 0.115761018343542 0.0808787387586547 0.0783885515154475 0.116092171176707
0.0951219185446125 0.133163880360582 0.0842727417349539 0.0781889437312479 0.113622249477252
0.0694159555513778 0.114635806360483 0.075111337025602 0.0915971175738902 0.142028083372762
0.0864858693168338 0.110455479798767 0.0742108384904339 0.0700711868318723 0.11925497858317
0.0582464481628696 0.114375440430256 0.0896946576903648 0.0674610933224623 0.126285415936775
0.0767263426800848 0.137603177341202 0.105005075453226 0.0766301777692111 0.111488331263147
0.0906539026030776 0.134769652508281 0.088936307432671 0.0862699420145225 0.113443015726352
0.106119328769567 0.122636077313116 0.0668494130523114 0.0798797395404781 0.138746283809994
0.0943791812984195 0.133882234122265 0.0815978116821712 0.0766315972296671 0.119532248498098
0.0876699006931391 0.140513130041421 0.0831192611353753 0.086409419473102 0.134210017939238
0.0932898412415342 0.148412989448405 0.0958537694670104 0.0963575600952504 0.129195716929444
0.118298370535233 0.165805812193171 0.0992684659623749 0.0796126755216816 0.107053683129036
0.0604960095213201 0.117528798108401 0.0829154511145514 0.0697848428104501 0.100564909347445
0.0922288989764318 0.125842985877688 0.0918435369375251 0.0851689776328632 0.135453076553515
0.108184202229196 0.137538580202845 0.0895940038393681 0.0873348066724791 0.12758688504324
0.103333500367014 0.124143383009785 0.0788599897360585 0.0806452169060651 0.124543576320675
0.0775913877272714 0.0971261588767397 0.0994605116575384 0.0672386270787214 0.111557839128315
0.0903758626638031 0.128479794176073 0.0752577693265422 0.0750717077131266 0.12975702499498
0.078610981155145 0.133698462386887 0.0744981708033288 0.0802368636693815 0.12194454253956
0.0700733644132411 0.113976573017867 0.0728949735557424 0.0812651927367823 0.118422415061819
0.11843691437338 0.124432761804146 0.0654377563111742 0.0870190475378567 0.117389392155707
0.0680516627258847 0.120242480617507 0.0695465764345533 0.0811090117506363 0.128752678267535
0.0986688202018397 0.124243074367899 0.0789640315083891 0.0686712005686852 0.11981399797647
0.0845335965120775 0.126386263407198 0.0933355187599108 0.0853590745176263 0.123580350976702
0.0984288636102526 0.13605055427066 0.0841565229157366 0.0752396366857144 0.111404543526511
0.095665868178849 0.124811583319655 0.0938247089890203 0.0757345724312373 0.125188761384416
0.0934659954566291 0.103567658217397 0.0792420076003496 0.0741212277042036 0.128610330683627
0.0921595105659724 0.12090863249474 0.0760090281953203 0.0781905870091694 0.151735951261812
0.118937528023023 0.168564513439801 0.102378638550926 0.0865991115677849 0.118872732426676
0.0840783779313618 0.121061732681111 0.0945398406773748 0.0914656384594502 0.140016765486508
0.0946193508945504 0.150321901102942 0.0877696840899099 0.0843680719565851 0.107352178204183
0.107835665842631 0.152433854250419 0.0908815635267214 0.0781974467553151 0.126876088114839
0.0756459165336303 0.113942090517266 0.0864487700228599 0.0796087216663257 0.131203963145942
0.0814170265751213 0.107911859848681 0.0565179214270342 0.0803450932840096 0.114425800732529
0.0882143764055836 0.117940344808621 0.0604137715006763 0.0638123713502552 0.113388402290982
0.086012526516412 0.128729501643749 0.0599026562157322 0.102196323169476 0.12598535928229
0.0933245054533753 0.125588652387647 0.0819576496992161 0.0833501644271639 0.135907750532365
0.101917203482918 0.147833362743807 0.0957008619436968 0.0898163308991694 0.130389806067268
0.102762550869288 0.12346766618196 0.0707847147501842 0.0779913695407237 0.110902873060155
0.0842659282340778 0.118870461783639 0.0924631853899835 0.0818946848162737 0.127152206936294
0.0764512578122792 0.0795480528187994 0.0737166353763328 0.0703889328062971 0.103205757783743
0.0745554012810487 0.0841352291613737 0.0705547562670347 0.0660251724157612 0.107501478675462
0.0647104350536264 0.0825742144116547 0.0578702455887134 0.0732227414040778 0.111535692094152
0.0482087230252838 0.0891882770232712 0.0808457322006183 0.0706818308342488 0.122616296639883
0.107628093260045 0.142874460761021 0.0976363497584079 0.0820285026991833 0.111673587961556
0.0851097031270608 0.130433929605558 0.076790302262515 0.0801759378059953 0.151207073753792
0.0956916520515223 0.11446756838278 0.0860304125497776 0.0765749744727791 0.131654210470972
0.115416078648333 0.151002025101237 0.0986688010570888 0.103763906642274 0.122822320547606
0.0886036272131429 0.131439567556297 0.0770913593176642 0.0704893556521193 0.113164025691771
0.0655145734127288 0.113885017068169 0.05726204627775 0.0799219607707697 0.14392497108927
0.0884504041834196 0.138884090302572 0.0723305984953076 0.070185498226339 0.12201543007805
0.0994805674477037 0.137392677617554 0.0968471961568 0.0723202826272681 0.108185197014691
0.0770813034843912 0.115211404461571 0.0787865962082848 0.0701956485031559 0.11495366704424
0.0908171632352052 0.14570959006031 0.100180410409045 0.0794561109214502 0.118743289966104
0.0894517345631091 0.136727059587418 0.0588585085675136 0.0636472169606394 0.115533708586657
0.05800045235452 0.095818595229964 0.0836918399384729 0.0774852909329476 0.112118674371579
0.0492574974853469 0.104119288132425 0.074280392617245 0.0767641690988747 0.122393839219811
0.100271277482594 0.139027918009617 0.0891521991414805 0.0853302245136291 0.128475721449143
0.0729053970571179 0.0916278799967861 0.0700106483254862 0.0692602872152819 0.111889839954511
0.0974577752523672 0.122150672129538 0.0586385371137306 0.107620105384493 0.151559587012604
0.0744242226058059 0.110890366168058 0.0817107118923796 0.0923783344857146 0.135902524384673
0.077952284203296 0.139395794593108 0.0893246458963855 0.0841232634136785 0.126037648742374
0.0741832505760715 0.140858438859183 0.0946456710406502 0.0651265379536294 0.097478541923062
0.0824238289366162 0.120281276840946 0.0762093124358658 0.0765259350560605 0.122771723857867
0.0751661087663006 0.13309405103742 0.0969985312295341 0.0789214303962685 0.100701487806783
0.0587879307717485 0.0754873768729982 0.0530707393974285 0.0810823574402449 0.119388578301867
0.0775655948854155 0.162052566901231 0.0909026398672532 0.0711186907248032 0.100206646930457
0.123905275991652 0.130480729540194 0.0866964280632317 0.0843071162447665 0.107560371796304
0.0938693429276101 0.130184263467303 0.0700416223879757 0.0764779048690157 0.118679872927534
0.0635755514816543 0.0934259732990151 0.0565901710374658 0.0661701790744891 0.104920827994257
0.0542451794442676 0.0955063079094886 0.086326187500362 0.0658956228505398 0.108188595645134
0.092358709707056 0.117303150961264 0.0901704255124301 0.0822450969175054 0.117938882079236
0.0692360874425117 0.115094333471788 0.0753719580423416 0.0667022669043866 0.103890237373355
0.0849036095460813 0.123333975433482 0.0659987329284124 0.0704512527635377 0.141041481035089
0.109964699521337 0.165490148829795 0.0813084206687823 0.0833176181477718 0.096437155100627
0.0671866798564048 0.102328419038731 0.0651564490516597 0.0601389929090682 0.119781262915899
0.0864617373763597 0.126838017458733 0.068784313254139 0.0660750955219181 0.121924204812847
0.0950412625227948 0.13370315133 0.0976577707783998 0.0734593595179335 0.116340638014413
0.0738303562796391 0.143875388338846 0.106375413600105 0.0799357125223456 0.113424668271979
0.0814474742565979 0.113554756910621 0.0828686800040371 0.0845002756006589 0.122639436852772
0.0997922508400379 0.128593260139268 0.0751848185472136 0.0779446211340216 0.114816117463605
0.101536296981863 0.153001458345493 0.076138380023009 0.0843697169879225 0.122132630776362
0.111077303653828 0.139165492314519 0.104906627425669 0.0984504060884183 0.126873062485735
0.0868220673680621 0.108696630867529 0.0883028526380483 0.0806971323996966 0.12796184513454
0.0882259444381724 0.131684680805639 0.0901416529918892 0.0819216989067573 0.13131191696418
0.0640982138175312 0.0813862587958061 0.0851746027214528 0.0712262490381605 0.100593775350542
0.0847252576970468 0.0908189451900415 0.0863555952468778 0.0894761276005389 0.124471817900627
0.0867924413487764 0.112274313514893 0.0809724674697571 0.0675709476615135 0.104107948531738
0.095070425406426 0.132623695263024 0.0843400017507867 0.0772788691653764 0.115158872029676
0.0860461335510799 0.126273243201829 0.0717865208190107 0.0865758743311133 0.123827753823656
0.106796941202395 0.145020244636347 0.0873260945047593 0.0886890015066862 0.131493955674899
0.074148192539706 0.109141024350755 0.0929228243360569 0.0963043772070786 0.134457236764674
0.108005588310713 0.149568193725574 0.0942443275403092 0.0777305931513384 0.114567154542388
0.0910325934840356 0.0964364452701507 0.0601280266408674 0.0796846285703674 0.119435609809652
0.103352730287193 0.129612086548698 0.0841922041267489 0.085001610091069 0.120678904627422
0.0932023713673381 0.136501114825498 0.0677305938586237 0.0739916138120682 0.11482639425849
0.0994354828043846 0.144647102513376 0.0912914064391786 0.102760504765723 0.137416317558904
0.0696901190468794 0.0990912914784324 0.0762675306794467 0.0712069985607598 0.111656842010781
0.0848964400880323 0.0901059319962125 0.0900449578327556 0.081114157085234 0.109522686653782
0.0920378253639121 0.123717569167465 0.0773791277184365 0.0895993949954634 0.150838180132005
0.0781166825876396 0.118728730556557 0.0715138824947783 0.0663794859896406 0.0995939230672992
0.0836160847784659 0.147719682315162 0.0999477244240103 0.0617507135691478 0.0974575366532932
0.0997711366184585 0.124749782910776 0.0748525863729695 0.0750869472109391 0.121234784734573
0.0915020398881435 0.130841467166167 0.0759467186786248 0.0818377155941511 0.115471205986104
0.0713493653883518 0.118900742475756 0.0745385939094791 0.0733333328732087 0.129269326547889
0.0744644865882757 0.123028488347099 0.088553748559413 0.068183218773914 0.110198768028395
0.0710003680256939 0.116661483153385 0.0821937825353931 0.0774350948577209 0.122300788390582
0.0861721373437973 0.115257588033155 0.0748326474664502 0.0780694610347209 0.129874974537871
0.0757622731508608 0.12508378197067 0.0837678175196701 0.0851138560874981 0.11459619766468
0.102984062027549 0.161308703179446 0.0969183501175191 0.0845247172447259 0.113438019639687
0.0878910332904136 0.117030968221371 0.0629062840077156 0.0804822776796695 0.104306101680396
0.084455085092657 0.110938936556986 0.0760790833409451 0.0923763459227601 0.128643271978182
0.0815569183653624 0.119568279457987 0.0756721481810286 0.072511306050301 0.110915147340466
0.0600621067634011 0.101846251310723 0.0415063893313597 0.0777015902901771 0.12814927258218
0.106074868087375 0.151452060659653 0.0927488099298589 0.0997903874977698 0.126773577262712
