"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_sigma" "se_MLE_delta"
0.147879820485533 0.182010979278179 0.0989075088117717 0.0962491128055084 0.16403023078283
0.121788714125367 0.230466805490371 0.162108281783594 0.14039044017679 0.149342999029713
0.139814254174457 0.176324831831607 0.11722967030163 0.117178168289998 0.176546128863451
0.155609867958198 0.257953137419812 0.159024258457343 0.161089515716575 0.17415621860847
0.142639787086354 0.19852068569456 0.111290766686651 0.0783068151304452 0.131587210248825
0.153386438060571 0.177069477338985 0.11261489334843 0.173561128794372 0.217410714758914
0.101278017283715 0.172136043088022 0.0976705809937097 0.113870720779218 0.170717959279472
0.160018406485234 0.205435871993129 0.129425574444486 0.134190696275884 0.170861653153647
0.105686088194205 0.154050776996021 0.100407921364335 0.0973245283121468 0.182082172433453
0.174464542094581 0.219558702381559 0.147333144227289 0.117713157091008 0.149629083622019
0.147764430500501 0.159371464693471 0.103987746581939 0.092731580754343 0.196437312255631
0.134650288755786 0.1632895350602 0.100517175080506 0.0778594676127899 0.159852120777472
0.142667626285312 0.174182045376567 0.137808526473067 0.14713033066148 0.182416928876954
0.0934707580927209 0.0937470505425848 0.104641742037843 0.0807662983111929 0.163207966592226
0.0966108378839335 0.17103003861505 0.116809947684009 0.115861355777798 0.185826528588535
0.118857298500988 0.190902137344615 0.132406468805878 0.147335419451731 0.187526168028087
0.211038994199884 0.290850988140815 0.150993840894607 0.10648560321559 0.143656265907301
0.15234304178956 0.193373044792944 0.120766746208464 0.101971251254586 0.169795728220859
0.131774908701064 0.166987409286551 0.114059464757964 0.106178518744494 0.205262670329209
0.143875032021173 0.193655026115774 0.111676136927637 0.143471861616437 0.213890393127822
0.114685816134369 0.144212777959811 0.0973734346259557 0.0814048189372496 0.207228116284591
0.103941557815686 0.14738199751184 0.0886881695823853 0.0934740274869624 0.170096295198985
0.12444889578052 0.16749325900854 0.113236702394705 0.0904007953603616 0.159668297308017
0.171668715684958 0.200750108830867 0.130666599169911 0.162783071146722 0.174840375228335
