"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_sigma" "se_MLE_delta"
0.0909272613578464 0.112319711502572 0.117050007343957 0.0763240491788599 0.174535850054133
0.0878388010718084 0.0902314448736894 0.105411805639997 0.0753600815821401 0.171729304748067
0.088116049621362 0.107504579038012 0.0992912004587083 0.0617787542863322 0.15811486961798
0.103408291673005 0.0934524219074172 0.121632329295976 0.0832944531864179 0.155669419304081
0.0997393552607613 0.0941313666926223 0.107320318186152 0.0956762215689378 0.159501833029859
0.0896812887739495 0.110324152212373 0.111354878056149 0.0805992258081524 0.192318128795737
0.110064495999227 0.126741075599455 0.126985370064831 0.097683942744269 0.176554123410374
0.100392661569743 0.103100018587016 0.0941900380691535 0.0762491199125478 0.153749603661075
0.0948786785209822 0.116747896714391 0.120971291167913 0.0700327673197644 0.150160962933266
0.0881477910672008 0.100215968915613 0.0746199024573946 0.0821933045656683 0.177337633411721
0.0926975983968783 0.115384912137277 0.113329949818632 0.0786606532732493 0.16795268754943
0.0821457214041393 0.102944531647739 0.122302908322202 0.082851712709845 0.148410202763085
0.102372728584179 0.134281517539644 0.125119251292146 0.0947267650001714 0.169081018052965
0.108228993151462 0.123431328511034 0.136233131126864 0.0928728699120008 0.16514423888644
0.0945539176524237 0.116521567764561 0.122554822918264 0.0710466113321664 0.17130603312172
0.108328476397195 0.13161412532398 0.134564019251232 0.105625344243598 0.173012845774625
0.0969098368424814 0.109219799605642 0.111921693379438 0.0831609827601604 0.170518247936451
0.101827634899979 0.100327602649782 0.0980268448058776 0.0734335383510764 0.149470555625354
0.111735841664858 0.106583909642549 0.0908023863801529 0.0784542243147004 0.166206201662269
0.0928938713755248 0.101938763106018 0.108782411664517 0.0691093428142316 0.151819497421203
0.0917255847892093 0.112268854422868 0.10647700441705 0.0917620441368232 0.175207303408212
0.0976964575047462 0.108743085396922 0.117553879767087 0.0734041927511104 0.159157503523623
0.0982602683954096 0.0982632469527976 0.0973160653630501 0.0648666216491916 0.14756659976311
0.103002049442982 0.0826257143432498 0.103217299397724 0.0920056128751821 0.148880314349511
0.084414680010736 0.100674741697786 0.107028190246509 0.0715200589565232 0.188537306648004
0.08143633651297 0.111311606513414 0.122903635208867 0.0686567151658222 0.138231201385101
0.0897084535701544 0.107951380241748 0.108018904110591 0.0952683014137805 0.180910531238987
0.0877469607341422 0.105558844555035 0.107839526832219 0.0864272588640813 0.15195075721038
0.0938187545053912 0.12282539016724 0.128658651649479 0.0709369699019657 0.162692329618998
0.0984471761915897 0.12287142458138 0.130282428076711 0.0814749447757368 0.166949193385735
0.0984829397656243 0.108141845657413 0.127829361425769 0.0901939661979746 0.171497790154218
0.0974896241980831 0.110923259787807 0.124089942366426 0.0715076128741368 0.157069609066096
0.0787690592462402 0.107081907492668 0.120351380520389 0.0737345934454143 0.170288314651326
0.103165721801748 0.123660279135849 0.133145657756005 0.0842148718409312 0.160231215147044
0.0892357635701548 0.117919165428939 0.118847920718976 0.0898611467804536 0.17627282489493
0.109085081586861 0.11357506593579 0.124651777117401 0.0813042760640201 0.167800546274868
0.112448508362994 0.133411446614132 0.127684001471585 0.0933014493432757 0.162939509521991
0.087261965547995 0.102070928616506 0.119774878437228 0.0747837765793192 0.155100012601974
0.101076510913783 0.0938354091369773 0.113016548910963 0.0693735391388915 0.143077880653943
0.0986252285607247 0.104556697359496 0.116194734815058 0.094476534302222 0.176136602451156
0.0930666299488861 0.107878567203162 0.0771078087790138 0.074442301691576 0.174024432040804
0.0923314626261057 0.107984058288264 0.113586225577448 0.0841514437104394 0.174054343942432
0.109277837383537 0.122179335303719 0.125846553987444 0.0870994915571494 0.164846847056893
0.105119282727311 0.116958822301577 0.100264730249455 0.0837180621125794 0.142513208118311
0.0987621510973143 0.12719602204146 0.129418800952711 0.0840770182447636 0.170101073248232
0.0968694926137184 0.101789275255391 0.125760492078616 0.0904133442178579 0.159221061894873
0.108260653413631 0.117159224011324 0.122985844124812 0.083549214463388 0.167171705417799
0.0963870033991483 0.109937127251819 0.106971629539758 0.0844031927784918 0.188784581994109
0.0618523528132638 0.099283214807895 0.113113057507721 0.0721604963986317 0.145064861015455
0.0664157787150356 0.102908499244436 0.0942433649052276 0.0879904782601473 0.162583035050572
0.051744383254239 0.106425113440827 0.125032329862709 0.0777789277317209 0.154526721020168
0.115442127241027 0.115847759457527 0.119633319685805 0.0829891400437771 0.163381351597596
0.0532892421793628 0.100958694260475 0.112578856837335 0.10133322318704 0.180076859398898
0.112550043027286 0.127184679204104 0.131707597043396 0.0887234030664535 0.153210968934279
0.0818200844565043 0.120373301794384 0.136306408017883 0.100107627620035 0.154566794573263
0.0905756302139935 0.111886700046276 0.102850918713581 0.0806139857734919 0.171969755128518
0.0995133297904144 0.119198814889008 0.123981772824382 0.0815747737979465 0.161816617529906
0.105700827931097 0.121174402028256 0.130181234753803 0.0758840487185872 0.141156523835714
0.108629618890434 0.139870307022397 0.148747095848758 0.0831200471511554 0.14846615132252
0.0909841543834877 0.109069515101154 0.110430231281598 0.0713305067932695 0.18698326044674
0.102361475913577 0.100441678502624 0.119306645033179 0.0846382649060281 0.192106339129702
0.105801622617518 0.116163978062766 0.124299225321137 0.0830842493205364 0.161212985379002
0.0958470617531075 0.080444376717828 0.111127533202073 0.0662744684467494 0.163757132254027
0.109997085224568 0.125442024979464 0.135545470603992 0.089251691935789 0.162806987673284
0.0900304467554231 0.0965945398383452 0.0981637073165911 0.0660116265535138 0.175587585801245
0.103478898831909 0.112981262075733 0.12814770235435 0.0744786090248552 0.161206554450269
0.0876650458393247 0.118539015174729 0.0928049077050762 0.0806588332852907 0.155973628515547
0.087133192970992 0.0863883490811218 0.0948625685550924 0.0792669817664654 0.143039869492643
0.113064352838608 0.125079539795832 0.132644889334234 0.0860670924631542 0.131226191949499
0.075362312462366 0.112116164525206 0.110853263861202 0.07817445415106 0.163584176949099
0.0861042213276984 0.126640708410623 0.120962475915695 0.0792829337850804 0.132334858326549
0.0669694419900116 0.105838887094822 0.0968782950999446 0.0595682648440538 0.1305101516373
0.0968569806085665 0.112104468517838 0.102685045873836 0.121446917538941 0.216716178913099
0.0984539159813693 0.116769942357638 0.125330013520202 0.0957968231609668 0.176068397022377
0.104595779113459 0.133860057390293 0.145897676221987 0.0723203894919346 0.140065151851578
0.0994987720987537 0.126077555929272 0.125172994733978 0.0975713532917271 0.166508601306099
0.0993788351012003 0.108925783472297 0.11663769716347 0.102420786707764 0.206978939092367
0.112437730845247 0.134543132455606 0.119845359477498 0.0926677467813703 0.159741150012414
0.110356411995053 0.131450340388693 0.146220007038852 0.0829733204003609 0.148004386067811
0.0816868965566799 0.109052103011454 0.111232156034935 0.0855631711751235 0.149348452486587
0.102389471106968 0.130175833800668 0.148662873874378 0.100079045854742 0.160089488166167
0.0858206391594364 0.108503199544095 0.11759401347483 0.0869519518822696 0.172815885116831
0.106341231113166 0.133020792428734 0.128764117600477 0.0857740830430785 0.15069947052518
0.0542630379657757 0.145193792414291 0.13291510721031 0.0995633785052583 0.132490782242147
0.0925455944207127 0.0997840438816419 0.0546491699858416 0.0706761807712061 0.136856866067093
0.0906699660445636 0.103942269385385 0.103642212627766 0.0731463344578557 0.146793798360084
0.0889372878502176 0.102024869172969 0.0952783840302417 0.0608427253555508 0.154833039794428
0.100472712115117 0.123860752504106 0.147075745551992 0.0777006158558118 0.149978015165621
0.097558114805507 0.120114633763008 0.109338627060428 0.0927088133630472 0.175006381985294
0.112085262795128 0.137889476523978 0.146062669828388 0.0958983920255062 0.152267976272181
