"MLE_beta1" "MLE_beta2" "MLE_beta3" "MLE_sigma" "MLE_delta"
4.01890670442299 2.20080445377271 2.55687847243759 1.01526563332536 0.918840574402402
3.4737275927804 2.29886856659214 3.30749817466335 0.76840943968727 0.81582880724675
3.64704254170705 1.99465634868452 3.18753676981803 0.762906368538896 0.496445275246215
3.15462544033799 2.17821550156853 3.71926091385996 1.03027177732179 0.383903101936278
3.7639540174351 1.62980451858864 3.38564035782785 0.786902917578334 0.836147292743116
4.1805039599256 1.61911233992693 3.19054274956554 0.98797852893088 1.18915354710744
3.97503084337082 1.95980720398363 3.3001038031755 1.01461769336941 1.16462084993917
4.15673677952347 2.06487079990343 2.83018085405895 1.25164655372947 0.971283728457148
4.25557062396145 1.68262740709633 3.1981358527741 1.13830142971345 1.3770397259667
3.37471705819146 2.83935564917112 2.23635484571806 0.689017669759298 0.174534908290085
4.39113869593585 1.97448976266311 2.73945851188744 1.41478531918399 2.28739364007454
4.14016065257013 2.38199272446637 2.69376458188524 1.05161682182193 1.41071017968895
4.1166332675995 1.55781164886585 2.93765732253066 1.1836476630169 1.03381853432727
3.58396690913873 1.86593061579452 3.26061572443905 0.826690410721516 0.671641933547735
4.09666604719552 1.71945617242534 3.13779855513912 1.14605132158216 1.23958468544638
4.01233314500615 2.04997204208087 3.06981562467705 0.951095450382666 1.32727056017887
3.43953058316651 2.74013799891208 2.77058774310747 0.875842430271342 0.78804925256864
4.03154705084328 1.62823293148123 3.07701331421051 0.866958064159074 0.793314318515509
3.92299582383962 2.3833180875348 3.12340347139591 1.05958235477937 0.986044619043943
3.72859011270199 2.1477928450456 2.91988327300909 0.735806909767985 1.05710631131459
4.00025787005402 1.46354186980828 3.19248901343168 0.658125135126556 0.779582841120942
4.17791703649183 2.19812738159641 2.6059824499385 0.856337240884023 0.686025430227002
4.26640915258435 2.07278594257807 2.63256471564368 1.05307320696149 1.35760706982415
4.38412619458363 1.50750250803201 2.90683243485709 1.54869133460302 1.67587067887387
3.84355736134123 1.88205685637394 3.07441377334261 0.744520298741429 0.982341501291118
4.01102823321255 2.00303037207791 3.09931562545116 0.923584269101853 1.47919919264043
4.1831100688723 1.99318345933633 2.79618997457088 1.03553413022439 1.13542046581597
4.24757297784586 1.86231937065576 2.71461471519569 1.00319824899417 0.970979298629674
3.93591663623261 2.37388726407283 3.14972372521054 1.28994047707361 1.0401120343476
3.28216350455517 2.0193272196309 4.53389786452714 0.714897810617281 0.444329355033259
2.74740348146191 2.61958184114222 3.88205339521143 0.548690524284726 0.244589520769066
4.299370340771 1.76064986017056 2.95372436951889 1.14079644504642 1.27045996965311
4.06821245227376 1.84096858604063 3.2130099055839 0.908915819740901 1.28212827734157
4.23040435295648 2.05553020038147 2.42973555542675 0.86286269816358 0.840092038002676
3.80711732592589 1.98523804829309 3.33209387527178 0.913850428822923 1.1821465662169
3.03458282994164 1.68954415908725 4.49826011206556 0.7496763729545 -0.137038975117739
3.77138377419131 2.38421598615784 2.24771414616474 0.642197458821827 1.06268723988361
4.24549367021864 1.69520057754235 2.95712679936857 0.91062956278279 0.90934720367921
3.21119528130784 2.75529136115186 3.13381769467758 0.747984649548611 0.427903428096423
4.03486480945026 2.40973530373425 2.75687871685335 0.74507353366945 1.04441310892925
3.83836630895087 0.547453309884936 4.97887324499947 1.34485356837813 0.845183390353009
4.0218889462993 1.98255823273373 2.90897445352267 0.985455539162058 1.49482364356818
4.10352403644427 1.67018124749684 2.4988994922656 0.882132434667476 0.785996140624486
3.52054499614407 2.19632629286545 3.52816901416329 0.865081332616668 0.905639670505517
3.52251656911963 1.56683874253519 3.98332915649092 0.828550349998637 1.02654827103739
4.20342477620963 1.86489493806315 2.86824921907893 1.30102709248303 1.2874011395365
3.72114601642725 2.64664880238612 2.80159906418928 0.918759295559775 0.877450106894969
3.52414011516528 3.14536664705983 3.4885863344453 0.828379002699534 0.908048759537163
4.18305219925353 1.95710842913123 2.82516513977756 1.10780712314577 0.946719312112538
4.13017715653922 2.17449677303162 2.70563071762311 0.598989304506522 1.85793006404348
3.80860684331562 1.84877535680162 3.20957429120286 0.748402085374867 0.862289355252612
4.00599418642387 1.86181835023179 3.09672054384615 0.992553525085971 1.3188854936748
4.23110013564249 1.88839084167545 2.7900171160717 1.1369098354412 1.19985920537344
3.87094865763696 2.09633469362643 3.17462886604037 0.953583896430366 1.33279062016762
4.13109745452574 1.50245347237759 3.00659434103548 0.672822873121852 0.759605499802993
4.26462017377608 2.19138147438695 2.682046391352 1.18234196263425 1.49280019317773
4.25749257932301 1.63443815022954 2.66815972234004 1.01848821670341 0.856488510764792
3.69148294181447 2.57068237971989 3.35239998292377 1.15994607627352 0.869827637720595
4.51791203455164 1.42562597280853 1.54316319019564 0.660894674234762 0.0792586490300259
2.6696491656386 2.85826417352878 3.74613032754199 0.672681350125494 0.112040282550301
3.8900624937916 2.58077964739827 1.96980955233465 0.651674251233739 0.538697543713522
3.5075048999461 1.70822873314773 3.93711768024982 0.774509387430977 1.2009978639144
3.97716362642548 1.8088126344151 3.09784116588941 0.909110131754439 0.931349146073032
4.00642024210698 1.98127043630585 2.89096477182048 0.910178758581573 1.16977868727995
4.1487616448946 1.96001473384359 3.14083736077058 0.994392543733436 1.90211501579896
3.48778106270378 1.94070212797884 3.78250377426442 0.978421046163947 0.647000040582784
4.32732515056435 1.793606161725 2.98828221539209 0.687167068944733 1.7456929497794
3.82969025284228 1.77679421887166 3.8219839640854 0.871833801370225 1.01057649658509
4.04877047917664 1.94429540985209 3.02941824303583 0.843435867403506 1.3653374196411
4.24597404888176 1.48010012127038 3.3468804856622 0.922981458315324 0.923289453402274
3.51251781135833 1.45534567570889 3.78616189918226 0.697668022241801 0.388734425103933
3.86385157434781 2.21673311579006 3.13577629866889 0.74139012594595 1.34533533702431
4.29802185389812 1.64484577837869 2.47454063795267 0.851675299382601 0.689631751423211
3.44992152718946 2.95139652569867 2.91511007888227 1.05638059908277 0.995929718041157
3.28820408529503 1.078797711644 4.55054429931417 0.588102124939771 0.395841467690964
4.06126942179435 2.35029489698736 2.69964381172004 1.0616429331069 1.2785795664465
3.40527023307933 2.15734390656602 3.19721706060898 0.827849001768761 0.516984974221604
4.00887742450912 2.06171491305822 2.91165814452334 0.851781198130918 1.15979959875309
3.85428346943857 1.86386968543132 3.32622371208399 0.787255346640828 0.792605290600064
3.94529486993633 2.08304073163287 3.3707269216755 1.08454401792541 1.37834422820174
3.67229848443539 2.135072929912 3.23665761990798 0.966185337313978 0.435543340037079
3.93012108201792 2.26355796346945 2.84511230852579 1.04240586027279 1.13484912774932
3.81759410097919 2.10508632763077 3.28876574148356 0.846580916700421 0.740698692419925
3.77813405714486 2.05688908828166 2.98659007934988 0.973283449896629 0.91289697554271
2.72488558860203 2.92019078820131 3.37420033390795 0.719566255351333 -0.0371979685520935
4.03881081513001 2.02120164540844 3.00566580257569 0.864284044101203 1.46377848211523
4.05199493356725 1.99047911635226 3.06673616657868 1.29145077079735 1.0656946220383
3.3182392956692 2.5556245626179 3.93847541924626 0.777908700810439 0.637417931654891
3.96486380693784 1.60690815566222 2.98570097772005 0.861709356374199 0.790118583649154
4.6372210846664 1.58933827306428 2.41953753475817 1.03512438574865 1.12365371761382
4.01667393516057 1.8154178013581 3.05040341817196 1.0601169034468 0.992913708727485
4.06364534798636 2.02424840359321 3.05240761420436 1.19916953800831 1.37931847544304
3.85370952401877 2.77532494422878 1.51040741957733 0.755098721102123 0.581118100583081
3.17670107540636 2.30692616930846 3.74464335073726 0.632847204769408 0.680180695927865
3.83420305179395 1.85037992742622 3.25136839645125 0.810400302547771 1.01124453148348
4.08247434720891 1.38618458428494 2.7929469855076 0.821473644655682 0.544776245103079
4.20237294415521 1.80205773658707 2.83138694294649 0.963839857201109 1.02148594382549
3.9557496917106 1.45597021286456 2.96077887974243 0.882825185298311 0.317618424511162
3.92264591764004 2.6186172354205 2.67922545648574 0.93660862092393 0.819796311803346
3.26715151696346 2.59543257309384 3.9364065076525 0.964630454381182 0.636877812221532
4.13512787034601 1.87342508417522 3.25500096229158 0.93902257634668 1.28645381725477
4.25979969395372 1.9111849443417 2.98917497487999 1.31901414595561 1.55037581446792
3.31185936514139 2.7093286227472 4.19631636396169 1.08583631238459 0.75068189669729
3.92142882751436 1.04840707642944 3.38360998586185 0.724135539877765 0.45423744777252
4.34119878922001 1.968634399467 2.42488698487011 1.1619877228622 0.946326319034219
3.91775840575674 1.9172712682607 3.34264501173572 1.04100359806678 1.03580533412962
4.14523290422457 1.92978887219116 3.05323781415758 0.862967704221935 1.59724986115675
3.62487586608061 2.32571588541635 3.2798466918706 0.964321225241925 0.734734440108668
3.49142877355311 1.86962129251917 3.52235432328676 0.762427642479705 0.57554241617444
4.09857123417309 1.78716416464501 2.92575062979137 0.924243081474542 0.769758560748714
4.39474322180185 2.35833966565887 2.03952957296294 1.01426027421827 1.07036938980664
4.07157626916434 2.06057615157026 2.7348646745255 0.991020003314064 1.08253197227257
3.04308474532914 1.84389762601046 2.61160834446066 0.582614019115065 -0.329457674381021
3.50163506490721 1.72548189439202 2.67101727050857 0.748329365557839 -0.116951631099365
3.08672434635536 2.31312669877795 3.06987634523879 0.676856608160343 0.0583459300416034
4.05354983109602 1.65806843157861 3.32384096700015 1.11017487245802 0.697309648882975
4.10997496310473 1.8582569253244 2.69932317830828 0.729231656736778 0.977470788752353
4.11379320342904 1.94680587610152 2.92085658346814 1.27158239922095 0.96636433441314
3.71031712840439 1.81208877880651 3.51364629275154 0.951969315169478 0.91297571577367
3.76059422609366 2.23862726810661 2.78906714664581 0.929000301568346 1.11196418124558
4.44682123874406 1.90530662875116 2.71677390735278 1.24793784907985 2.21372955298856
3.82218731535737 2.06402798926081 3.2364692322842 0.996041697423063 1.03234532356446
4.21090548842271 1.85792869846522 3.07099545352461 0.981226003192217 1.00207764381273
4.12635092725904 2.71197191604786 2.49582940867198 1.12853199456614 1.60501356918733
4.30310590981046 2.55177730027114 1.38775659764634 0.692135290926228 0.329138352785993
4.10146265594755 2.07106798828789 2.99922441620638 0.989508528447382 1.06633002652461
4.22688228182102 2.0105389504081 2.69550204479841 1.06882364351373 1.34288959275856
4.21371714158759 2.10290191945381 2.92432566000412 1.10644677173452 1.9379173863158
4.23168203086472 1.73344533450926 3.19954088873837 1.25954532482467 1.3898313061206
4.57512387095111 2.22262987275634 1.75682892616818 1.0017161962208 1.10902433058667
4.40558404840149 1.75268567609126 2.75320881416513 1.17441766570333 1.57205433431631
3.86177372801636 1.51686031426758 3.65198124061048 0.773632214179933 1.44181172707375
3.51106488330871 2.82511176888003 2.15993331881778 0.803786124216774 0.272577751089392
3.93031668475138 1.90256571544295 3.06125792157509 0.964498057409581 0.690035960003565
3.74511472802748 2.3784124106593 3.52099494810074 1.03833041357912 0.851112095092608
4.41466121832748 1.46313979320204 2.466734647118 0.767414065859743 0.518082814291488
3.96921090038375 2.02497398385009 2.7523760850346 0.889884689480266 0.684385559010992
3.78710899466037 1.36176412507379 3.66650170167946 0.913603445309006 0.837599988713577
3.95499103428259 2.48763325696785 2.91713924269264 1.07342323798889 1.43509566022389
4.11332829253371 2.27659667257214 2.7605641272017 0.751436595067059 1.02613114570249
4.18263918728406 2.04352453467339 2.7262982414136 1.13639812843863 1.57106751987482
4.00267248136888 2.07084314075318 3.15241392036143 1.15085715684893 1.71061717129768
4.63227288184474 1.1037000179689 2.58840395296749 0.901896218201602 0.823665728372795
3.59571479938648 2.72021770939647 3.46590663593078 1.0877406101405 1.10223829520772
3.80616659432577 2.06842670967657 3.31466367352561 0.832884894658418 0.688340985094189
3.86627475749852 1.94170270664329 3.37489843115102 1.14041083582723 1.70863235786614
4.15867982441139 1.94348700207712 2.7858440732137 1.01305901906253 1.48948642487625
4.37098662725027 1.84518062574351 3.06781372492765 1.30387884570043 1.10456406811842
3.86941390917486 1.8475001779264 3.151407511909 0.81862379989795 1.18547327421672
3.90780149594089 0.98069252406583 4.11007534093855 1.00810933686071 0.755211911566117
4.19329413958548 2.01972651600913 2.8978321711441 1.42545714728486 1.94503025936119
4.23103563908354 1.93987024781546 2.68277795184052 0.889233665068628 1.57160129491635
4.158456625748 2.3701815258891 2.74271387381986 1.33707245906331 1.58445949023492
3.88019157001767 2.18551613093743 3.231746106997 0.827155074400868 0.902583737141041
4.08838934114587 1.94714879038216 2.62398458534794 0.966116108618048 0.602036931869528
3.65731968072995 2.44184123781691 3.3856428308771 1.04703563020184 1.38246132217735
4.13890582489306 1.77917967796914 3.33849775333542 1.2988105051157 1.70966557526918
3.94977395381969 2.04218133744693 3.09714839296364 0.809561556257701 1.96551194730465
3.93465363465695 1.75655210366454 3.45076494792891 1.1433328357219 0.877289177492194
2.67847921800694 2.49855935898797 4.39276170334962 0.930842450432671 0.499212939119917
4.77224838232015 2.10270461327647 2.45802551380337 1.60232813344346 1.45764030013017
3.73968363599154 2.21095626107568 3.33639293778452 0.694636001889262 1.05689904799444
4.20476499694754 1.89390199632273 2.86277137666873 0.975594729962338 1.5406071939468
4.11757708924638 1.94374581739335 2.62288520754735 0.93371269693655 0.708275996098335
4.60248120003456 1.70008717673228 2.50472220123405 1.33446107881369 1.43312443403684
3.73048465871097 2.79465636638391 2.85254856352658 0.788214332743194 0.898639645221719
3.92770361216057 2.17962786625038 2.83001602986326 0.848440916609069 0.856555862845813
3.86898617210617 2.79693196063428 1.59316200830326 0.771571160468033 0.427590155411685
